message,cleaned,predicted,tags,inquiry,ALL_Categories
تفاصيل الجلسة,تفاصيل الجلسة,obj,,1,General-Inquiry
ممكن تفاصيل وسعر الجلسة,ممكن تفاصيل وسعر الجلسة,obj,price-,1,Price-Inquiry
ممكن تفاصيل وبكام,ممكن تفاصيل وبكام,obj,price-,1,Price-Inquiry
كم التكلفة,كم التكلفة,obj,price-,1,Price-Inquiry
تكلفه,تكلفه,obj,price-,1,Price-Inquiry
كلم الجلسه,كلم الجلسه,obj,,0,General Conversation
اسعركام,اسعركام,obj,,0,General Conversation
تفاصيل اسكندرية,تفاصيل اسكندرية,obj,place-,1,Location-Inquiry
التكلفه,التكلفه,obj,price-,1,Price-Inquiry
سعر الجلسة لو سمحتي,سعر الجلسة لو سمحتي,obj,price-,1,Price-Inquiry
"كم تكلفه حشو الضرس 
فين المكان",كم تكلفه حشو الضرس فين المكان,obj,Medical_consult-price-place-,1,Mixed-Inquiries
"مبارك لك يدكتور
ربنا يسعدك يارب",مبارك لك يدكتور ربنا يسعدك يا رب,pos,,0,Positive-Feedback
الف مبروك يا دكتور ,الف مبروك يا دكتور,pos,,0,Positive-Feedback
مبرووووك يا دكتور ,مبروك يا دكتور,pos,,0,Positive-Feedback
الف الف مبرووك دكتور نشأت  Ahmed Nashat Azzab,الف مبروك دكتور نشات ahmed nashat azzab,pos,,0,Positive-Feedback
مبروووك دكتور نشأت ,مبروك دكتور نشات,pos,,0,Positive-Feedback
بالتوفيق حبيبي ناش Ahmed Nashat Azzab,بالتوفيق حبيبي ناش ahmed nashat azzab,pos,,0,Positive-Feedback
ربنا يوفقك حبيبي,ربنا يوفقك حبيبي,pos,,0,Positive-Feedback
السلام عليكم معايا معهد فني تمريض خاص وحضراتكم كنتو عاملين إعلان للعمل فيها,السلام عليكم معايا معهد فني تمريض خاص وحضراتكم كنتو عاملين اعلان للعمل فيها,obj,,0,General Conversation
الكشف بكام والمكان فين,الكشف بكام والمكان فين,obj,price-place-,1,Mixed-Inquiries
لو سمحت حضرتك يا دكتور انا عندي صداع نصفي كل يوم هيجنني صعب جدا معقول يكون جيوب انفيه انا عندي التهابات في الجيوب الانفيه الداخليه و الخارجيه و اللحميه ياريت الرد لو سمحت دي صورة التقرير,لو سمحت حضرتك يا دكتور انا عندي صداع نصفي كل يوم يجنني صعب جدا معقول يكون جيوب انفيه انا عندي التهابات في الجيوب الانفيه الداخليه و الخارجيه و اللحميه يا ريت الرد لو سمحت دي صورة التقرير,obj,Medical_consult-datetime-,1,Mixed-Inquiries
لو سمحت انا بقالي اسبوع فقده حسيت الشم والتذوق,لو سمحت انا بقالي اسبوع فقده حسيت الشم والتذوق,obj,Medical_consult-datetime-,1,Mixed-Inquiries
مواعيد الكشف سموحة,مواعيد الكشف سموحة,obj,datetime-place-,1,Mixed-Inquiries
لو سمحت اقرب مكان للشيخ زايد والكشف بكام,لو سمحت اقرب مكان للشيخ زايد والكشف بكام,obj,price-place-,1,Mixed-Inquiries
مواعيد الكشف في اسكندريه وبكام,مواعيد الكشف في اسكندريه وبكام,obj,price-datetime-place-,1,Mixed-Inquiries
ممكن مواعيد اندلسيه المعادي,ممكن مواعيد اندلسيه المعادي,obj,datetime-place-,1,Mixed-Inquiries
السلام عليكم ورحمة الله و بركاته,السلام عليكم ورحمة الله و بركاته,obj,,0,General Conversation
عندي إمساك شديد جدا وبعمل حمام كل ثلاثة أيام وامساك شديد جدا وكنت كاشف عندكم دمحمدزيتون باطنه وقال عندك سكر واخت واعلاج وبعدفطره حللت السكربعد فتره مقال معندكشي سكر,عندي امساك شديد جدا وبعمل حمام كل ثلاثة ايام وامساك شديد جدا وكنت كاشف عندكم دمحمدزيتون باطنه وقال عندك سكر واخت واعلاج وبعدفطره حللت السكربعد فتره مقال معندكشي سكر,obj,Medical_consult-insurance-,1,Mixed-Inquiries
انا كل ثلاث اربع شهور كده ارجع دم بني مش انا لوحدي والدتي واخواتي الاكبر مني نفس الكلام هل ده ممكن يكون مرض ولا دي حاجه عاديه,انا كل ثلاث اربع شهور كده ارجع دم بني ما انا لوحدي والدتي واخواتي الاكبر مني نفس الكلام هل ده ممكن يكون مرض ولا دي حاجه عاديه,obj,Medical_consult-,1,Medical-Consultation
مستشفى محترمه وقمة فى النضافة,مستشفي محترمه وقمة في النضافة,pos,,0,Positive-Feedback
ساعات كتير بحس بمرارة في الفم,ساعات كتير بحس بمرارة في الفم,obj,Medical_consult-datetime-,1,Mixed-Inquiries
الحموضه من اي اكل او مشروبات,الحموضه من اي اكل او مشروبات,obj,Medical_consult-,1,Medical-Consultation
حضرتك انا بحس بطعم مر اول ما بصحي من النوم ,حضرتك انا بحس بطعم مر اول ما بصحي من النوم,obj,Medical_consult-,1,Medical-Consultation
مستشفي منظمه ومحترمه وعندهم نظام محترم للمتابعه مع المرضي,مستشفي منظمه ومحترمه وعندهم نظام محترم للمتابعه مع المرضي,pos,,0,Positive-Feedback
العنوان لو سمحت,العنوان لو سمحت,obj,place-,1,Location-Inquiry
"ربنايرض عنك ويوفقك ويفا د يكي يادكتورة
",ربنايرض عنك ويوفقك ويفا د يكي يا دكتورة,pos,,0,Positive-Feedback
انا عندي ديق تنفس وكول ماكول صدري يكتم عليه وضربات اقلبي سريع  وقوم من النوم القي ريحت بقي وحشه,انا عندي ديق تنفس وكول ماكول صدري يكتم عليه وضربات اقلبي سريع وقوم من النوم القي ريحت بقي وحشه,obj,Medical_consult-,1,Medical-Consultation
السلام عليكم ورحمه الله وبركاته وسعد عجزه كده,السلام عليكم ورحمه الله وبركاته وسعد عجزه كده,obj,,0,General Conversation
محتاج احجز,محتاج احجز,obj,datetime-,1,Appointments-Inquiry
المواعيد وسعر الكشف,المواعيد وسعر الكشف,obj,price-datetime-,1,Mixed-Inquiries
دهون الكبد وعلاقتها بالاكياس الدهنيه تحت الجلد,دهون الكبد وعلاقتها بالاكياس الدهنيه تحت الجلد,obj,Medical_consult-,1,Medical-Consultation
"ممكن توضيح اكثر 
هل يتم عمل مسحه من خلالكم ",ممكن توضيح اكثر هل يتم عمل مسحه من خلالكم,obj,,1,General-Inquiry
ممكن اعرف مواعيد دكتورة رشا الشافعي,ممكن اعرف مواعيد دكتورة رشا الشافعي,obj,datetime-,1,Appointments-Inquiry
التكلفه كام لو سمحت,التكلفه كام لو سمحت,obj,price-,1,Price-Inquiry
التكلف كام لو سمحتم,التكلف كام لو سمحتم,obj,price-,1,Price-Inquiry
السلام عليكم كام لوسمحتو,السلام عليكم كام لوسمحتو,obj,price-,1,Price-Inquiry
"ممكن اعرف تكلفه مسحه كورنا 
والاشعه المقطعيه علي الصدر",ممكن اعرف تكلفه مسحه كورنا والاشعه المقطعيه علي الصدر,obj,Medical_consult-price-,1,Mixed-Inquiries
التكلفة كام,التكلفة كام,obj,price-,1,Price-Inquiry
اسم التحاليل و التكلفه,اسم التحاليل و التكلفه,obj,Medical_consult-price-,1,Mixed-Inquiries
هل يتم عمل مسحه من خلالكم ,هل يتم عمل مسحه من خلالكم,obj,,1,General-Inquiry
التكلفه كام لو سمحت,التكلفه كام لو سمحت,obj,price-,1,Price-Inquiry
ممكن توضيح  يعني دي مسحة ولا أجسام مضادة  وبكام,ممكن توضيح يعني دي مسحة ولا اجسام مضادة وبكام,obj,price-,1,Price-Inquiry
ايه التحاليل اللي عندكم لاكتشاف الكورونا و سعرها,ايه التحاليل اللي عندكم لاكتشاف الكورونا و سعرها,obj,Medical_consult-price-insurance-,1,Mixed-Inquiries
تم,تم,obj,,0,General Conversation
التكلفه كام ,التكلفه كام,obj,price-,1,Price-Inquiry
هل يتم عمل المسحة من خلالكم,هل يتم عمل المسحة من خلالكم,obj,,1,General-Inquiry
التكلفه لو سمحت,التكلفه لو سمحت,obj,price-,1,Price-Inquiry
التكلفه كم,التكلفه كم,obj,price-,1,Price-Inquiry
التكلفة,التكلفة,obj,price-,1,Price-Inquiry
معدتي والقولون بقالي ١٠ شهور اخدت جميع انواع العلاج وجع وحرقان وصعوبه ف الهضم مش قادره اكل حاجه والقولون منتفخ ع طول وع طول عندي تجشؤ مبيرحش ياريت حد يجاوبني تعبت جدا,معدتي والقولون بقالي ١٠ شهور اخدت جميع انواع العلاج وجع وحرقان وصعوبه ف الهضم ما قادره اكل حاجه والقولون منتفخ ع طول وع طول عندي تجشؤ مبيرحش يا ريت حد يجاوبني تعبت جدا,obj,Medical_consult-,1,Medical-Consultation
دكتورة متازة,دكتورة متازة,pos,,0,Positive-Feedback
دكتوره ممتاز جدا,دكتوره ممتاز جدا,pos,,0,Positive-Feedback
معدتى والقولون العصبى ودخول الحمام كتير و بكون تعبانة جدا وفى دهون على الكبد هل ليها علاج ولا لا,معدتي والقولون العصبي ودخول الحمام كتير و بكون تعبانة جدا وفي دهون علي الكبد هل ليها علاج ولا لا,obj,Medical_consult-,1,Medical-Consultation
محتاج اعرف مواعيده واكشف لو سمحت  ومحتاج اعرف اذا الكشف عادي ولا بالاشعه التلفزيونيه,محتاج اعرف مواعيده واكشف لو سمحت ومحتاج اعرف اذا الكشف عادي ولا بالاشعه التلفزيونيه,obj,,1,General-Inquiry
ارتجاع المرئ اسبابه وطرق علاجه,ارتجاع المرئ اسبابه وطرق علاجه,obj,Medical_consult-,1,Medical-Consultation
ارتجاع المرئ ايه علاجه,ارتجاع المرئ ايه علاجه,obj,Medical_consult-,1,Medical-Consultation
انا عندي حصوات على المراره  وتعباني اوي وجعلي كتفي وضيق تنفس ووجع في أعلى المعده  مع فقدن الشهيه ,انا عندي حصوات علي المراره وتعباني اوي وجعلي كتفي وضيق تنفس وجع في اعلي المعده مع فقدن الشهيه,obj,Medical_consult-,1,Medical-Consultation
الامساك المزمن له علاج,الامساك المزمن له علاج,obj,Medical_consult-,1,Medical-Consultation
ارتجاع المرىء  هو مزمن  ماهو العلاج,ارتجاع المريء هو مزمن ماهو العلاج,obj,Medical_consult-,1,Medical-Consultation
القولون العصبى وارتجاع المرئ ساعات مرات الحمام بتكون كتير مع وجع فى البطن,القولون العصبي وارتجاع المرئ ساعات مرات الحمام بتكون كتير مع وجع في البطن,obj,Medical_consult-datetime-,1,Mixed-Inquiries
