message,predicted,tags,inquiry,ALL_Categories,cleaned
من فضلك  الدكتور هاني توفيق موجود بكره الساعه كام  لو سمحت  ممكن رد بسرعه,obj,price-place-place-,1,Mixed-Inquiries,من فضلك الدكتور اني توفيق موجود بكره الساعه كام لو سمحت ممكن رد بسرعه
لو سمحت  انا رقم الفون علشان احجز لو تكرمت علشان تعبانه قوي لو سمحت,obj,Medical_consult-PriceBooking-,1,Mixed-Inquiries,لو سمحت انا رقم الفون علشان احجز لو تكرمت علشان تعبانه قوي لو سمحت
فين المكان  ده  لو  سمحت  هيه في اسكندرية  ولا القاهره للضروره,obj,place-place-,1,Mixed-Inquiries,فين المكان ده لو سمحت هيه في اسكندرية ولا القاهره للضروره
ممكن دكتور عظام لزيارة منزليه,obj,,1,General-Inquiry,ممكن دكتور عظام لزيارة منزليه
في نهجان من اقل مجهود وتورم ف الساقين وخصوصا القدم اليسري و عندي تضخم ف البطين الايسر ف حل لتورم القدمين كل دكتور اروح له يقول مالها علاج,obj,place-Medical_consult-PriceBooking-,1,Mixed-Inquiries,في نهجان من اقل مجهود وتورم ف الساقين وخصوصا القدم اليسري و عندي تضخم ف البطين الايسر ف حل لتورم القدمين كل دكتور اروح له يقول مالها علاج
"أنا عندي إرتفاع في ضغط الشريان الرئوي من حوالي 4سنوات وعندي 34 سنه وماشيه علي العلاج تمام
بس مفيش علاج اخده لفتره معينه يعالج حالتي بدل مدي  الحياه ده علشان تعبت من اخد الأدوية وكتيره",obj,Medical_consult-,1,Medical-Consultation,انا عندي ارتفاع في ضغط الشريان الرئوي من حوالي 4سنوات وعندي 34 سنه وماشيه علي العلاج تمام بس مفيش علاج اخده لفتره معينه يعالج حالتي بدل مدي الحياه ده علشان تعبت من اخد الادوية وكتيره
دكتور انا بنهج من اقل حاجه بس مفيش تورم,obj,,0,General Conversation,دكتور انا بنهج من اقل حاجه بس مفيش تورم
فى علاج لضعف عضله القلب,obj,Medical_consult-PriceBooking-,1,Mixed-Inquiries,في علاج لضعف عضله القلب
دكتور  لو سمحت هو تضخم عضله القلب وكفاءة القلب ٣٥ بسبب ورم القدم مع سكر من ٢٥ سنة في خطر علي الحاله,obj,Medical_consult-,1,Medical-Consultation,دكتور لو سمحت هو تضخم عضله القلب وكفاءة القلب ٣٥ بسبب ورم القدم مع سكر من ٢٥ سنة في خطر علي الحاله
أنا عندى الاعارض ولاكن إبحث عن علاج,obj,Medical_consult-PriceBooking-,1,Mixed-Inquiries,انا عندي الاعارض ولاكن ابحث عن علاج
"الحمد لله رب العالمين 
الحمد لله على كل حال",pos,,1,Positive-Feedback,الحمد لله رب العالمين الحمد لله علي كل حال
ممكن نعرف ايه الحل ونعمل ايه انا عندى كل الأعراض دى,obj,Medical_consult-,1,Medical-Consultation,ممكن نعرف ايه الحل ونعمل ايه انا عندي كل الاعراض دي
العنوان فين في مدينة نصر,obj,place-place-,1,Mixed-Inquiries,العنوان فين في مدينة نصر
طب فين مستشفي اندلسيه دي انا عاوزه العنوان بس مش عارفه ايه هو تسجيل اللينك ده,obj,place-Medical_consult-support-place-,1,Mixed-Inquiries,طب فين مستشفي اندلسيه دي انا عاوزه العنوان بس ما عارفه ايه هو تسجيل اللينك ده
يوجد عندي تورم في القدمين ولقد سبق وعملت جراحه تغيير مفصل,obj,Medical_consult-,1,Medical-Consultation,يوجد عندي تورم في القدمين ولقد سبق وعملت جراحه تغير مفصل
نحجز ازاي,obj,PriceBooking-,1,Booking-Inquiry,نحجز ازاي
السلام عليكم يا دكتوره انا بيجيلي نغزه في قلبي رحت للدكتور وقالت لي عندك ترخو صدري يعني ايه يا دكتوروشكرا,obj,Medical_consult-,1,Medical-Consultation,السلام عليكم يا دكتوره انا بيجيلي نغزه في قلبي رحت للدكتور وقالت لي عندك ترخو صدري يعني ايه يا دكتوروشكرا
مساء الخير يا دكتور انا عندي ارتجاع مرئ وبيجي علي صورة زبحه صدريه  وعندي مياه علي قصبت الرجل ووجع  الناحيه الشمال تحت الصدر جامد اعمل ايه,obj,Medical_consult-,1,Medical-Consultation,مساء الخير يا دكتور انا عندي ارتجاع مرئ وبيجي علي صورة زبحه صدريه وعندي مياه علي قصبت الرجل وجع الناحيه الشمال تحت الصدر جامد اعمل ايه
الخفقان المستمر مع سرعه في ضربات القلب مع مريضه ربو,obj,Medical_consult-,1,Medical-Consultation,الخفقان المستمر مع سرعه في ضربات القلب مع مريضه ربو
فين مكان اندلسيه ,obj,place-place-,1,Mixed-Inquiries,فين مكان اندلسيه
حضرتك انا مريضه سكر رجلي ورمت من عند الركبه لغايه الصوابع ونشفت جدا محجره ارجو الرد,obj,Medical_consult-,1,Medical-Consultation,حضرتك انا مريضه سكر رجلي ورمت من عند الركبه لغايه الصوابع ونشفت جدا محجره ارجو الرد
اللي عنده الاعراض دي وعامل ايكو نتيجته ضعف عضله الانبساط فيه علاج للحالات دي,obj,Medical_consult-PriceBooking-,1,Mixed-Inquiries,اللي عنده الاعراض دي وعامل ايكو نتيجته ضعف عضله الانبساط فيه علاج للحالات دي
الله يباركلك,pos,,0,Positive-Feedback,الله يباركلك
دكتور  انا عملت رسم قلب عادي والدكتور قالي كان عندك جلطة قبل كدا بس انا علشان مريضة سكر محستش بيها وطلب مني رسم قلب بالمجهود وانا الايام مش بتنفس كويس وينهج فلو سمحت  ايه المطلوب علشان اتاكد  واقرب مكان لابو قير فين,obj,place-Medical_consult-place-,1,Mixed-Inquiries,دكتور انا عملت رسم قلب عادي والدكتور قالي كان عندك جلطة قبل كدا بس انا علشان مريضة سكر محستش بيها وطلب مني رسم قلب بالمجهود وانا الايام ما بتنفس كويس وينهج فلو سمحت ايه المطلوب علشان اتاكد واقرب مكان لابو قير فين
دكتور لو سمحت انا عملت اشاعة ايكو والدكتور قال سليمة بس انا بيجى وجع فى قلبى ويروح وبنهج من اقل حاجة حتى لو باشرب نفسى بيروح,obj,place-Medical_consult-,1,Mixed-Inquiries,دكتور لو سمحت انا عملت اشاعة ايكو والدكتور قال سليمة بس انا بيجي وجع في قلبي ويروح وبنهج من اقل حاجة حتي لو باشرب نفسي بيروح
قول ايه العلاج,obj,,1,General-Inquiry,قول ايه العلاج
"بنتي بسمع صوت دقات قلبها  دقات سريعه ووراء بعضها لما بحط ايدي علي مكان القلب والدقات دي بتتعبها 
من فضل حضرتك يادكتور  كده عندها ايه",obj,place-Medical_consult-,1,Mixed-Inquiries,بنتي بسمع صوت دقات قلبها دقات سريعه وراء بعضها لما بحط ايدي علي مكان القلب والدقات دي بتتعبها من فضل حضرتك يا دكتور كده عندها ايه
ولدتي رجلها ورمه وبتنهج رحنا لدكتور قلب قال إني عضلت القلب ضعيفه بس مفيش تحسن في حلتها ممكن تفدوني,obj,Medical_consult-,1,Medical-Consultation,ولدتي رجلها ورمه وبتنهج رحنا لدكتور قلب قال اني عضلت القلب ضعيفه بس مفيش تحسن في حلتها ممكن تفدوني
من فضلك لو في خبير جراح في المخ والاعصاب,obj,place-,1,Place-Inquiry,من فضلك لو في خبير جراح في المخ والاعصاب
دكتور عندي كل الأعراض ايه الفحوصات,obj,Medical_consult-,1,Medical-Consultation,دكتور عندي كل الاعراض ايه الفحوصات
انا عندى تمانين سنه فهل الاعراض دى تنطبق عليه,obj,price-Medical_consult-,1,Mixed-Inquiries,انا عندي تمانين سنه فهل الاعراض دي تنطبق عليه
ممكن اعرف مكانكم فين,obj,place-place-,1,Mixed-Inquiries,ممكن اعرف مكانكم فين
كنت عايز احجز عياده جراحه العمود الفقري ,obj,Medical_consult-PriceBooking-,1,Mixed-Inquiries,كنت عايز احجز عياده جراحه العمود الفقري
من فضلك يادكتور انا عندى شريان تاجى بسيط باخد اسبانيلا ونتروماك 2ونص وسيولة جوسبرين عاظية جدا بنهج كتير من اقل مجهود حتى وانا بتكلم فى التليفون رجلى مش وارمة خالص ارجوا الأفادة,obj,Medical_consult-PriceBooking-,1,Mixed-Inquiries,من فضلك يا دكتور انا عندي شريان تاجي بسيط باخد اسبانيلا ونتروماك 2ونص وسيولة جوسبرين عاظية جدا بنهج كتير من اقل مجهود حتي وانا بتكلم في التليفون رجلي ما وارمة خالص ارجوا الافادة
طب بالنسبه ال بينهج لدرجه النفس بيكون شبه منقطع بعد طلوع السلم حتي لو مسافه بسيطه,obj,Medical_consult-,1,Medical-Consultation,طب بالنسبه ال بينهج لدرجه النفس بيكون شبه منقطع بعد طلوع السلم حتي لو مسافه بسيطه
انا الطول بنهج حتى وانا قاعدة مع ورم القدمين فى الساق دا يبقى القلب تعبان ولا اية,obj,Medical_consult-,1,Medical-Consultation,انا الطول بنهج حتي وانا قاعدة مع ورم القدمين في الساق دا يبقي القلب تعبان ولا اية
"اصبت بجلطة فى شرايين الرئہ وبعد العلاج باقراص رزالتو لمدة عام 
الحمد لله لكن باحس دلوقتى بنهجان مع اي مجهود وده ماكانش ببحصل قبل كدة",obj,Medical_consult-,1,Medical-Consultation,اصبت بجلطة في شراين الرئہ وبعد العلاج باقراص رزالتو لمدة عام الحمد لله لكن باحس دلوقتي بنهجان مع اي مجهود وده ما كان ببحصل قبل كدة
