message,predicted,tags,inquiry,ALL_Categories
دكتور سامح فوووق الممتاز ,pos,,1,General-Inquiry / Consultation
"السلام عليكم
موجود كشف مخ و اعصاب منزلي لكبار السن وبكام",obj,price-,1,Price-Inquiry
ممكن اعرف سعر الاشعه ثلاثية الأبعاد ايكو ع القلب في المنزل كام وهل يوجد تخفيض نقابة معلمين ونادي سموحه,obj,price-,1,Price-Inquiry
الكشف كام لو سمحت,obj,price-,1,Price-Inquiry
زراعة ضرسين تتكلف كام ومواصفاتها,obj,price-,1,Price-Inquiry
سعر زراعة السنه كام,obj,price-,1,Price-Inquiry
زراعه ضرس كام لوسمحت,obj,price-,1,Price-Inquiry
زراعة الضرس كام شامل,obj,price-,1,Price-Inquiry
زراعه الضرس كام,obj,price-,1,Price-Inquiry
زراعة السنه كام,obj,price-,1,Price-Inquiry
الزراعة تتكلف كام تقريبا,obj,price-,1,Price-Inquiry
كام تكلفه زراعه الأسنان,obj,price-,1,Price-Inquiry
حشو وتركيب تلبيسات كل الضروس يتكلف كام,obj,price-,1,Price-Inquiry
زراعة الضرس تتكلف كام لو سمحت,obj,price-,1,Price-Inquiry
كام الكشف وكام زراعة سنتين,obj,price-,1,Price-Inquiry
التكلفة كام يا افندم,obj,price-,1,Price-Inquiry
بكام زراعه فك علوى و سفلى يعنى جميع الاسنان والضروس,obj,price-,1,Price-Inquiry
التكلفة كام تقريبآ,obj,price-,1,Price-Inquiry
فك كامل كام,obj,price-,1,Price-Inquiry
تكلفة الزراعة,obj,price-,1,Price-Inquiry
سعر الزرع كام و هل ينفع لمريض سكر ,obj,price-,1,Price-Inquiry
زراعة الضرس بتتكلف كام,obj,price-,1,Price-Inquiry
زراعه الضرس لو سمحت تتكلف كم  ,obj,price-,1,Price-Inquiry
الزراعه تكلف كام,obj,price-,1,Price-Inquiry
زراعة نابين تتكلف كام,obj,price-,1,Price-Inquiry
الزرعة تتكلف كام بعد الخصم بروسلين وزيركون,obj,price-,1,Price-Inquiry
زراعة السنه تتكلف كام من فضلك,obj,price-,1,Price-Inquiry
زراعة سنه أمام علوي الفك تتكلف كلم,obj,price-,1,Price-Inquiry
بكام زراعه الفكين كاملا العلوي والسفلي,obj,price-,1,Price-Inquiry
زراعة فك على كام بعد الخصم,obj,price-,1,Price-Inquiry
"الكشف كام
و الاستفسار عن التركيبات",obj,price-,1,Price-Inquiry
زراعة الدرس كام من غير الكراون,obj,price-,1,Price-Inquiry
كام التكلفه,obj,price-,1,Price-Inquiry
كام الكشف والحشو,obj,price-,1,Price-Inquiry
زراعة الفك كاملا بكام,obj,price-,1,Price-Inquiry
برجاء ارسال الأسعارزراعه الضرس والسنه كل علي حدا وشكرا جزيلا,obj,,0,Other
زراعة الضرس لكام ونوع المسمار,obj,,0,Other
سعر الفكين علوى وسفلى لو سمحتم,obj,price-,1,Price-Inquiry
الكشف بكام وزراعة الدرس بكام,obj,price-,1,Price-Inquiry
زراعه درس تكلفه  كام,obj,price-,1,Price-Inquiry
زراعة ضرسين كام من فضلك,obj,price-,1,Price-Inquiry
هل فيه اشتراك للرعايا الصحيه  لنقابه المهنسين,obj,,1,General-Inquiry / Consultation
رقم حجز العلاج الطبيعي كام,obj,price-,1,Price-Inquiry
تركيب تاج للضرس بكام التكلفة,obj,price-,1,Price-Inquiry
اسعار زراعة 2ضرس والكشف بكام,obj,price-,1,Price-Inquiry
زراعة 3ضرس سفلى,obj,,0,Other
تكلفة زراعة الضرس,obj,price-,1,Price-Inquiry
زراعة الفك العلوي والسفلي السعر كام,obj,price-,1,Price-Inquiry
تعرف أسعار  التركيبات الثابت  والزراعة,obj,price-,1,Price-Inquiry
زراعة فكين علوى وسفلى كام وتنفع لمريض سكر,obj,price-,1,Price-Inquiry
سعر السنه 4   5  6,obj,price-,1,Price-Inquiry
ارجو معرفة سعر زراعة عدد3 ضرس والنوعيه وبلد المنشاءولك خالص تحياتي,obj,price-,1,Price-Inquiry
"ممكن أسعار الزراعه الاسنان
وتركيب الأسنان",obj,price-,1,Price-Inquiry
ممكن اعرف الكشف كام وزراعة السنةوالضرس كام وشكرا لحضرتك,obj,price-,1,Price-Inquiry
عندي الولد سنانه صغيرة جدا,obj,,0,Other
خلع الضرس في المنزل كام,obj,price-,1,Price-Inquiry
 فى عيادة أسنان فى مستشفى المعادى ولا لا ,obj,,0,Other
المنزل بكام,obj,price-,1,Price-Inquiry
التواصل ازاي,obj,,0,Other
بس بكم الكشف,obj,price-,1,Price-Inquiry
زراعه بكام,obj,price-,1,Price-Inquiry
تكلفة التقويم والتبيض,obj,price-,1,Price-Inquiry
تكلفه تركيب الاسنان كلها بكام,obj,price-,1,Price-Inquiry
الكشف المنزلي بكام,obj,price-,1,Price-Inquiry
خلع بالمنزل بكام وتقويم بكام فك واحد,obj,price-,1,Price-Inquiry
تكلفة علاج اسنان بالمنزل كام,obj,price-,1,Price-Inquiry
"ممكن اعرف مواعيد العياده بمستشفي الاندلسيه لدكتور هيثم
شكرا جزيلا",obj,datetime-,1,Appointments-Inquiry
هل ده فرع المعادى,obj,place-,1,Place-Inquiry
هل كل مريض فيروس كبدى b بيصاب باورام الكبد,obj,,1,General-Inquiry / Consultation
ممكن حاجز دكتور باطنه ومراره,obj,,0,Other
دكتور لو سمحت انا عندى جلطة فى الكبد ممكن تسبب مرض خبث,obj,,1,General-Inquiry / Consultation
اسم الدكتور ده ايه,obj,,1,General-Inquiry / Consultation
جزاكالله خير,pos,,0,Positive-Feedback
ممكن رقم تليفون حضرتك استشارة بخصوص عمليه انا من سوهاج ,obj,,0,Other
أين العنوان,obj,place-,1,Place-Inquiry
الكشف كام فى المنزل,obj,price-,1,Price-Inquiry
هو بجي امتي المعادي,obj,,0,Other
سعر الكشف القاهره والعناوين,obj,price-place-,1,Mixed-Inquiries
لو سمحت مواعيد دكتور هشام هندى امتى والكشف بكام فرع سموحه,obj,price-datetime-place-,1,Mixed-Inquiries
والكشف بكام,obj,price-,1,Price-Inquiry
سعر الكشف من فضلك,obj,price-,1,Price-Inquiry
كنت عايزه اعرف تفاصيل عمليه انحراف الانف والسعر,obj,price-,1,Price-Inquiry
دكتورة رشا شخصية محترمة وشاطرة جداااااااا انا جربتها ربنا يبارك لك ,pos,,0,Positive-Feedback
بكام البلصه وجهاز ايه,obj,price-,1,Price-Inquiry
بكام البلصه وايه الاجهزه المستخدمه,obj,price-,1,Price-Inquiry
بكام وايه الجهاز المستخدم,obj,price-,1,Price-Inquiry
بكام واي الاسعار وفي عروض ول لا والمكان فين,obj,price-,1,Price-Inquiry
بكام جلسة الليزر والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
بكم البلصه لو لون الجسم غامق والشعره سميكه,obj,price-,1,Price-Inquiry
سعر الجلسه كام الاسكندريه سموحه والمواعيد,obj,price-datetime-,1,Mixed-Inquiries
سعر الجلسة بكام في اسكندرية,obj,price-,1,Price-Inquiry
بكام واي الاسعار وفي عروض ول لا والمكان الاسكندريه سموحه,obj,price-,1,Price-Inquiry
الحمد لله رب العالمين,pos,,0,Positive-Feedback
الكشف كام والعنوان,obj,price-place-,1,Mixed-Inquiries
الحمد الله,obj,,0,Other
منور يا قائد ,obj,,0,Other
التليف خارج الرحم يمنع الحمل,obj,,0,Other
ربنا يزيدك من علمه بجد دكتور ممتاز,pos,,0,Positive-Feedback
دكتور ممتاز و محترم و فاهم جدا ماشاء الله عليه و ان شاء الله له مستقبل باهر و اسمه هيسمع عن قريب بإذن الله,pos,,0,Positive-Feedback
"الدكتووووور ده أسطوووووووووووورة 
رينا يياركله الصراحة",pos,,0,Positive-Feedback
دكتور ممتاز ومحترم ماشاء الله,pos,,0,Positive-Feedback
حبه ابعتلكم تحليل اعرف سعرها,obj,price-,1,Price-Inquiry
مستشفى كبيرة ومتخصصة,pos,,0,Positive-Feedback
علشان دكتور معتز بس,pos,,0,Positive-Feedback
ربنا يشفى مرضانا ومرضى المسلمين اجمعين  وبالتوفيق ان شاء الله,pos,,0,Positive-Feedback
رنين المخ موجود فى اى فرع,obj,place-,1,Place-Inquiry
ممكن اعرف الرنين موجود فى اى فرع,obj,place-,1,Place-Inquiry
أنا بدور علي شغل أنا فني اشعه,obj,,0,Other
موجود اشعة الماموجرام وفى اى فرع لوسمحتم,obj,place-,1,Place-Inquiry
هل توجد أشعة مقطعية على المخ,obj,,1,General-Inquiry / Consultation
يارب يشفي كل مريض,pos,,0,Positive-Feedback
بالتوفيق إنشاء الله,pos,,0,Positive-Feedback
ممكن اعرف الدوبلكس علي الساقين بكام,obj,price-,1,Price-Inquiry
عايز اعمل رنين,obj,,0,Other
ممكن اعرف المستشفى عنوانه فين,obj,place-,1,Place-Inquiry
لوسمحتى يادكتورة أنا بعد متخلص البريوت بثلاث أيام بنزف دم أحمر غامق ومتجلط حتت ممكن أعرف السبب وشكرا,obj,,1,General-Inquiry / Consultation
هل الورم ليفي ليه علاج,obj,,1,General-Inquiry / Consultation
العنوان,obj,place-,1,Place-Inquiry
بصراحه احسن مستشفى بتعامل معاها وكل الدكاترة الموجودين فيها من أكفأ الأطباء دائما متقدمين,pos,,0,Positive-Feedback
ربنا يحفظك,pos,,0,Positive-Feedback
ندى محمد,obj,,0,Other
ربنا يبارك فى صحتك,pos,,0,Positive-Feedback
"هل دمحمد المنيسي  باطنة 
لسه موجود في أندلسية المعادي و  و مواعيده ",obj,datetime-,1,Appointments-Inquiry
دكتوره عزه ربنا يبارك فيكى احسن دكتوره اتعامل معاها ذوق وضمير وشاطره جدا ربنا يحفظك,pos,,0,Positive-Feedback
ممكن دكتور يفك خياطه تركيب  مفصل الفخد فى البيت ممكن وكام,obj,,0,Other
من نجاح إلى نجاح,pos,,0,Positive-Feedback
مش محتاجين أخصائين تغذيه علاجيه,obj,,0,Other
 لو سمحت كنت محتاج  دكتور مخ واعصاب لوالدتى مبتقدرش تتحرك زياره منزليه ,obj,,1,General-Inquiry / Consultation
ممكن دكتور عظام يعطي حقن جيلاتينية في الركبة في البيت وبكام,obj,price-,1,Price-Inquiry
بكام جراحة فرع الاسكندرية,obj,price-place-,1,Mixed-Inquiries
تم استئصال المرارة من سنة ونصف تقريبا وحتي الآن معاناة والم شديد من وقت لآخر وبعد الكشف قال الطبيب المعالج انها متلازمة ما بعد المرارة ممكن التوضيح دكتور وطرق العلاج لحين العودة من خارج مصر والتواصل معكم,obj,,0,Other
ممكن استئصال المرارة منظار عامله كام,obj,price-,1,Price-Inquiry
بكام جراحه,obj,price-,1,Price-Inquiry
لو سمحت تتكلف كام منظار اسكندريه,obj,price-,1,Price-Inquiry
بكام استئصال المراره بالمنظار وانا من اسكندريه,obj,price-,1,Price-Inquiry
ممكن اعرف المنظار  سعره كام,obj,price-,1,Price-Inquiry
ممكن اعرف تكاليف العملية بالمنظار كام,obj,price-,1,Price-Inquiry
كام عمليه المرارة بالمنظار بسكندرية,obj,price-,1,Price-Inquiry
بكام العملية المراره عندي حصوات صغير مع ألم في ضهري,obj,price-,1,Price-Inquiry
منظار بكام,obj,price-,1,Price-Inquiry
عملية استئصال مراره كام إسكندرية ,obj,price-,1,Price-Inquiry
